,cost,number_of_fragments,complexity
904,7026.666666666668,5,100000000
905,15466666666.66667,1,100000000
906,6115833.333333334,2,100000000
907,99583.33333333334,3,100000000
908,45710.0,4,100000000
909,8168.333333333335,5,100000000
910,15466666666.66667,1,100000000
911,2152833.3333333335,2,100000000
912,101083.33333333334,3,100000000
913,21741.66666666667,4,100000000
914,6595.0,5,100000000
915,15466666666.66667,1,100000000
916,1593333.3333333335,2,100000000
917,110883.33333333336,3,100000000
918,17825.0,4,100000000
919,6125.0,5,100000000
920,15466666666.66667,1,100000000
921,2381666.666666667,2,100000000
922,81783.33333333334,3,100000000
923,21150.0,4,100000000
924,7106.666666666668,5,100000000
925,15466666666.66667,1,100000000
926,2059166.666666667,2,100000000
927,108950.0,3,100000000
928,17950.0,4,100000000
929,8531.666666666668,5,100000000
930,15466666666.66667,1,100000000
931,1593333.3333333335,2,100000000
932,86933.33333333334,3,100000000
933,21975.0,4,100000000
934,9006.666666666668,5,100000000
935,15466666666.66667,1,100000000
936,1593333.3333333335,2,100000000
937,76483.33333333334,3,100000000
938,17750.0,4,100000000
939,6390.833333333334,5,100000000
940,15466666666.66667,1,100000000
941,1593333.3333333335,2,100000000
942,80333.33333333334,3,100000000
943,16866.666666666668,4,100000000
944,7026.666666666668,5,100000000
945,15466666666.66667,1,100000000
946,1593333.3333333335,2,100000000
947,128300.0,3,100000000
948,16866.666666666668,4,100000000
949,9428.333333333334,5,100000000
950,15466666666.66667,1,100000000
951,1676666.666666667,2,100000000
952,76733.33333333334,3,100000000
953,21800.0,4,100000000
954,8101.666666666668,5,100000000
955,15466666666.66667,1,100000000
956,1792083.3333333337,2,100000000
957,80658.33333333334,3,100000000
958,17845.0,4,100000000
959,7036.666666666668,5,100000000
960,15466666666.66667,1,100000000
961,1693916.666666667,2,100000000
962,76983.33333333334,3,100000000
963,16685.0,4,100000000
964,7759.166666666668,5,100000000
965,15466666666.66667,1,100000000
966,1593333.3333333335,2,100000000
967,99950.0,3,100000000
968,16866.666666666668,4,100000000
969,7853.333333333335,5,100000000
970,15466666666.66667,1,100000000
971,1593333.3333333335,2,100000000
972,108500.0,3,100000000
973,16866.666666666668,4,100000000
974,9473.333333333334,5,100000000
975,15466666666.66667,1,100000000
976,2390666.666666667,2,100000000
977,75650.0,3,100000000
978,13600.0,4,100000000
979,5861.666666666668,5,100000000
980,15466666666.66667,1,100000000
981,1617416.666666667,2,100000000
982,87983.33333333334,3,100000000
983,16347.5,4,100000000
984,6801.666666666668,5,100000000
985,15466666666.66667,1,100000000
986,1593333.3333333335,2,100000000
987,80150.0,3,100000000
988,16866.666666666668,4,100000000
989,7313.333333333335,5,100000000
990,15466666666.66667,1,100000000
991,1593333.3333333335,2,100000000
992,76083.33333333334,3,100000000
993,17196.666666666668,4,100000000
994,8666.666666666668,5,100000000
995,15466666666.66667,1,100000000
996,1593333.3333333335,2,100000000
997,69633.33333333334,3,100000000
998,19800.0,4,100000000
999,7026.666666666668,5,100000000
